evc,evh,percent
15,5,0.024268003
14,5,0.021062633
13,5,0.018561928
12,5,0.013397244
11,5,0.009753606
10,5,0.013431618
83,4,8.59349E-06
81,4,8.59349E-06
79,4,8.59349E-06
75,4,8.59349E-06
74,4,8.59349E-06
73,4,8.59349E-06
72,4,1.7187E-05
70,4,3.43739E-05
69,4,2.57805E-05
68,4,1.7187E-05
67,4,1.7187E-05
66,4,2.57805E-05
65,4,4.29674E-05
64,4,1.7187E-05
63,4,9.45283E-05
62,4,6.01544E-05
61,4,6.87479E-05
60,4,7.73414E-05
59,4,9.45283E-05
58,4,5.15609E-05
57,4,0.000111715
56,4,0.000189057
55,4,8.59349E-05
54,4,0.00017187
53,4,0.000120309
52,4,0.000232024
51,4,0.000257805
50,4,0.000283585
49,4,0.000343739
48,4,0.000266398
47,4,0.000300772
46,4,0.000343739
45,4,0.000352333
44,4,0.000421081
43,4,0.000412487
42,4,0.000446861
41,4,0.000627324
40,4,0.000618731
39,4,0.000532796
38,4,0.000713259
37,4,0.000910909
36,4,0.00096247
35,4,0.000996844
34,4,0.001039812
33,4,0.001185901
32,4,0.001349177
31,4,0.001641356
30,4,0.00187338
29,4,0.002225713
28,4,0.002285867
27,4,0.002878818
26,4,0.00397019
25,4,0.004803758
24,4,0.006127155
23,4,0.00695213
22,4,0.008524737
21,4,0.009994223
20,4,0.01205666
19,4,0.012666797
18,4,0.013887072
17,4,0.014686266
16,4,0.015279217
15,4,0.015210469
14,4,0.014093316
13,4,0.013551926
12,4,0.011644173
11,4,0.00944424
10,4,0.016602614
87,3,8.59349E-06
84,3,8.59349E-06
83,3,8.59349E-06
77,3,8.59349E-06
71,3,8.59349E-06
66,3,8.59349E-06
63,3,8.59349E-06
62,3,2.57805E-05
61,3,8.59349E-06
60,3,8.59349E-06
59,3,8.59349E-06
58,3,1.7187E-05
57,3,1.7187E-05
56,3,1.7187E-05
55,3,2.57805E-05
54,3,1.7187E-05
53,3,3.43739E-05
52,3,8.59349E-05
51,3,2.57805E-05
50,3,3.43739E-05
49,3,6.87479E-05
48,3,6.01544E-05
47,3,0.000128902
46,3,6.01544E-05
45,3,6.87479E-05
44,3,0.000120309
43,3,9.45283E-05
42,3,9.45283E-05
41,3,0.000128902
40,3,0.000180463
39,3,0.000146089
38,3,0.000128902
37,3,0.000214837
36,3,0.000223431
35,3,0.000378113
34,3,0.000292179
33,3,0.000403894
32,3,0.000292179
31,3,0.000352333
30,3,0.000549983
29,3,0.000549983
28,3,0.000584357
27,3,0.000713259
26,3,0.000910909
25,3,0.001022625
24,3,0.001710104
23,3,0.001787445
22,3,0.002457737
21,3,0.003385833
20,3,0.003935816
19,3,0.004528767
18,3,0.005156091
17,3,0.005903724
16,3,0.006256057
15,3,0.007390397
14,3,0.00658261
13,3,0.006290431
12,3,0.006187309
11,3,0.005757635
10,3,0.013887072
75,2,8.59349E-06
66,2,8.59349E-06
63,2,8.59349E-06
60,2,2.57805E-05
54,2,1.7187E-05
52,2,8.59349E-06
51,2,2.57805E-05
49,2,8.59349E-06
48,2,1.7187E-05
47,2,2.57805E-05
46,2,1.7187E-05
45,2,2.57805E-05
44,2,8.59349E-06
42,2,4.29674E-05
41,2,2.57805E-05
40,2,6.87479E-05
39,2,2.57805E-05
38,2,5.15609E-05
37,2,3.43739E-05
36,2,7.73414E-05
35,2,8.59349E-05
34,2,5.15609E-05
33,2,8.59349E-06
32,2,3.43739E-05
31,2,9.45283E-05
30,2,6.87479E-05
29,2,0.000137496
28,2,0.00017187
27,2,0.000154683
26,2,0.000163276
25,2,0.000163276
24,2,0.000163276
23,2,0.000326552
22,2,0.000386707
21,2,0.000498422
20,2,0.000696072
19,2,0.001039812
18,2,0.001168714
17,2,0.001435112
16,2,0.001770258
15,2,0.001856193
14,2,0.001847599
13,2,0.002225713
12,2,0.002079623
11,2,0.001985095
10,2,0.006599797
68,1,8.59349E-06
63,1,8.59349E-06
56,1,8.59349E-06
49,1,8.59349E-06
45,1,8.59349E-06
44,1,8.59349E-06
43,1,1.7187E-05
41,1,8.59349E-06
38,1,2.57805E-05
34,1,8.59349E-06
31,1,2.57805E-05
29,1,1.7187E-05
28,1,4.29674E-05
27,1,1.7187E-05
26,1,5.15609E-05
25,1,1.7187E-05
24,1,2.57805E-05
23,1,4.29674E-05
22,1,7.73414E-05
21,1,6.01544E-05
20,1,9.45283E-05
19,1,9.45283E-05
18,1,0.000120309
17,1,0.000257805
16,1,0.000232024
15,1,0.000309365
14,1,0.000421081
13,1,0.000343739
12,1,0.000507016
11,1,0.000524203
10,1,0.001856193
35,0.8,8.59349E-06
25,0.8,8.59349E-06
